text,label,source,split,context,topic,masked_text,original_label
The Supreme Court has just flinched from its responsibility to stop the unjust jailing of two journalists―not charged with any wrongdoing―by a runaway prosecutor who will go to any lengths to use the government's contempt power to force them to betray their confidential sources.,other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,MSK<0> has just flinched from MSK<0> responsibility to stop the unjust jailing of two journalists MSK<1> not charged with any wrongdoing MSK<1> by a runaway prosecutor who will go to any lengths to use MSK<0> contempt power to force MSK<2> to betray MSK<2> confidential sources .,appeal to emotion
You can either support our police or Black Lives Matter.,false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,You can either support our police or Black Lives Matter .,false dilemma
"An abusive attack against someone making the argument, instead of the argument itself, is called a/an",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"An abusive attack against someone making the argument , coref0 , is called a / an",ad hominem
Jon: Why should I bother exercising while my spouse is on vacation stuffing her face with food.,other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,Jon : Why should MSK<0> bother exercising while MSK<0> is on vacation stuffing coref1 face with food .,appeal to emotion
"Speaker 1: I think the idea of a moral law requires the existence of a lawgiver (i.e. God).
Speaker 2: Of course you would say that. You’re a Christian. Why should we listen to you?",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,MSK<2> : I think the idea of a moral law requires the existence of a lawgiver ( i.e. God ) . MSK<2> : Of course MSK<1> would say that . MSK<1> ’re a Christian . Why should we listen to MSK<1> ?,ad hominem
The latest craze or fad; everyone has to have it.,other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,MSK<0> or fad ; everyone has to have MSK<0> .,ad populum
Ms. Baker assigned me a lot of homework because she’s a witch!,ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,MSK<0> assigned me a lot of homework because MSK<0> ’s a witch !,ad hominem
"""I don't know how to complete my geometry homework tonight; I probably can't pass the course since I can't do this one assignment.""",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,""" MSK<0> do n't know how to complete MSK<0> geometry homework tonight ; MSK<0> probably ca n't pass the course since MSK<0> ca n't do this one assignment . """,faulty generalization
"TOPIC: Should people let their cats go outside?
DEBATE: ""People should let their cats go outside. Going outside gives cats more exercise.""
""Speaking of exercise, have you ever played 'Just Dance'? What a great workout!""",other_fallacy,causalNLP_logic_edu,train,introducing premises or conclusions that have nothing to do with the subject matter.,education_examples,"TOPIC : Should MSK<0> MSK<1> MSK<0> go MSK<2> ? DEBATE : "" coref2 should MSK<1> coref1 go MSK<2> . Going MSK<2> gives cats more MSK<3> . "" "" Speaking of MSK<3> , have you ever played ' Just Dance ' ? What a great MSK<3> ! """,fallacy of relevance
Three congressional representatives have had affairs. Members of Congress are adulterers.,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,Three MSK<0> representatives have had affairs . Members of MSK<0> are adulterers .,faulty generalization
"""Because everybody thinks this way, it must be right.""",other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,""" Because everybody thinks this way , it must be right . """,ad populum
That answer you just gave cannot be right because you are always so rude.,ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,That answer MSK<0> just gave can not be right because MSK<0> are always so rude .,ad hominem
I am voting for Smith for President because the rest of my family is voting for him.,other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,MSK<0> am MSK<1> for Smith for MSK<2> because the rest of MSK<0> family is MSK<1> for MSK<2> .,ad populum
"Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; therefore, sexual immorality is acceptable.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"MSK<0> argued strongly against MSK<2> , yet while married , MSK<0> has had several affairs with prostitutes ; therefore , MSK<2> is acceptable .",ad hominem
"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost. This is an example of which logical fallacy?",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"If MSK<0> break MSK<0> and have one cookie MSK<2> , MSK<0> will just want to eat MSK<1> MSK<2> , and before MSK<0> know coref2 , MSK<0> will have gained back the 15 pounds MSK<0> lost . MSK<1> is an example of which logical fallacy ?",faulty generalization
"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”  I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills.",other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,"MSK<1> cause MSK<2> . MSK<3> met a little boy with MSK<2> who lived just 20 miles from a MSK<1> who looked into MSK<3> eyes and said , in his weak voice , MSK<6> Please do whatever MSK<4> can so that other kids wo n’t have to go through what MSK<3> am going through . MSK<6> MSK<3> urge MSK<4> to vote for this bill to tear down MSK<5> and replace MSK<5> with monkeys on treadmills .",appeal to emotion
"Don't ever gamble! Once you start, you won't be able to stop, and you'll end up bankrupt.",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"Do n't ever gamble ! Once MSK<0> start , MSK<0> wo n't be able to stop , and MSK<0> 'll end up bankrupt .",faulty generalization
